epoch,loss,rec_loss,df_loss,ce_loss,mmi_loss,cluster_loss,hc_loss,accuracy,NMI,ARI
0,49.09959411621094,2.0907512108484902,2.116642793019613,44.58775329589844,-1.7646999121249488e-07,3.0117457707722983,0.03271361564596494,0.1533,0.0785,0.0122
1,40.03985341389974,1.8460911115010579,1.9978113969167073,35.89167912801107,-1.3998242801941765e-07,3.019603649775187,0.02308911271393299,0.1233,0.0485,-0.0001
